date,begin,high,low,end,volume
2018/1/9 22:00,"14,925","14,925","14,650","14,665",4
2018/1/9 21:00,"14,930","15,025","14,930","15,025",2
2018/1/9 20:00,"14,900","14,900","14,900","14,900",1
,,,,,
2018/1/9 18:00,"15,190","15,265","15,190","15,265",2
,,,,,
2018/1/9 16:00,"15,185","15,185","15,150","15,150",2
,,,,,
,,,,,
2018/1/9 13:00,"15,345","15,345","15,345","15,345",1
2018/1/9 12:00,"15,390","15,390","15,310","15,310",2
2018/1/9 11:00,"15,370","15,370","15,290","15,290",3
2018/1/9 10:00,"15,260","15,340","15,260","15,340",2
,,,,,
,,,,,
,,,,,
2018/1/9 6:00,"15,160","15,160","15,100","15,100",5
2018/1/9 5:00,"15,040","15,040","14,805","14,805",2
,,,,,
,,,,,
2018/1/9 2:00,"14,835","14,835","14,835","14,835",1
2018/1/9 1:00,"14,880","15,080","14,840","15,080",4
2018/1/9 0:00,"14,165","14,695","14,150","14,695",5
2018/1/8 23:00,"14,900","14,970","14,790","14,805",11
2018/1/8 22:00,"15,585","15,585","14,830","14,950",14
,,,,,
2018/1/8 20:00,"15,580","15,580","15,580","15,580",1
,,,,,
2018/1/8 18:00,"15,600","15,625","15,600","15,625",9
2018/1/8 17:00,"15,610","15,610","15,610","15,610",1
,,,,,
,,,,,
,,,,,
2018/1/8 13:00,"15,765","15,765","15,765","15,765",1
2018/1/8 12:00,"16,005","16,005","15,600","15,735",19
2018/1/8 11:00,"16,125","16,160","16,005","16,105",6
2018/1/8 10:00,"15,990","16,040","15,975","16,040",5
2018/1/8 9:00,"16,225","16,225","16,195","16,195",2
2018/1/8 8:00,"16,415","16,415","16,415","16,415",2
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
2018/1/6 6:00,"16,780","16,780","16,780","16,780",1
2018/1/6 5:00,"16,465","16,660","16,465","16,660",3
2018/1/6 4:00,"16,380","16,430","16,380","16,430",2
2018/1/6 3:00,"16,605","16,660","16,490","16,530",6
2018/1/6 2:00,"16,405","16,475","16,405","16,475",5
2018/1/6 1:00,"16,260","16,480","16,260","16,480",5
2018/1/6 0:00,"16,150","16,190","16,150","16,190",3
2018/1/5 23:00,"16,150","16,150","16,150","16,150",1
