,price_close,price_high,price_low,price_open,time_close,time_open,time_period_end,time_period_start,trades_count,volume_traded
121,304.51,309.49,302.0,307.5,2017-10-20T11:58:26.0000000Z,2017-10-20T00:01:21.0000000Z,2017-10-20T12:00:00.0000000Z,2017-10-20T00:00:00.0000000Z,1248,4112.64592124
122,302.4,312.01,301.0,304.98,2017-10-20T23:57:30.0000000Z,2017-10-20T12:03:50.0000000Z,2017-10-21T00:00:00.0000000Z,2017-10-20T12:00:00.0000000Z,3055,8421.975969423
123,295.1,303.39,292.94,302.5,2017-10-21T11:59:11.0000000Z,2017-10-21T00:01:45.0000000Z,2017-10-21T12:00:00.0000000Z,2017-10-21T00:00:00.0000000Z,1842,8062.084483839
124,299.1,303.98,290.34,295.16,2017-10-21T23:57:51.0000000Z,2017-10-21T12:00:21.0000000Z,2017-10-22T00:00:00.0000000Z,2017-10-21T12:00:00.0000000Z,3779,16568.094853768
125,293.17,305.57,289.49,299.58,2017-10-22T11:59:51.0000000Z,2017-10-22T00:01:45.0000000Z,2017-10-22T12:00:00.0000000Z,2017-10-22T00:00:00.0000000Z,2626,8574.596005279
126,294.07,296.59,290.13,293.62,2017-10-22T23:38:49.0000000Z,2017-10-22T12:01:43.0000000Z,2017-10-23T00:00:00.0000000Z,2017-10-22T12:00:00.0000000Z,1628,6251.454401187
127,286.36,293.71,281.0,293.71,2017-10-23T11:59:59.0000000Z,2017-10-23T00:04:27.0000000Z,2017-10-23T12:00:00.0000000Z,2017-10-23T00:00:00.0000000Z,2425,9199.112776609
128,285.03,286.5,271.54,286.01,2017-10-23T23:58:55.0000000Z,2017-10-23T12:00:22.0000000Z,2017-10-24T00:00:00.0000000Z,2017-10-23T12:00:00.0000000Z,3841,14924.456273884
129,310.01,311.9,277.06,283.93,2017-10-24T11:59:36.0000000Z,2017-10-24T00:01:15.0000000Z,2017-10-24T12:00:00.0000000Z,2017-10-24T00:00:00.0000000Z,4186,12284.98232798
130,297.13,312.62,295.0,310.0,2017-10-24T23:58:17.0000000Z,2017-10-24T12:00:15.0000000Z,2017-10-25T00:00:00.0000000Z,2017-10-24T12:00:00.0000000Z,3215,9258.731968837
