btcdate,btcbegin,btchigh,btclow,btcend,cboedate,cboebegin,cboehigh,cboelow,cboeend,cboevolumn
2018/2/1 9:00,10121.4307,10179.4902,10079.6484,10120.7871,2018/2/1 9:00,10180 ,10180 ,10180 ,10180 ,1 
2018/2/1 8:00,10026.2754,10145.2432,9998.0059,10121.4307,2018/2/1 8:00,10200 ,10200 ,10180 ,10180 ,10 
2018/2/1 7:00,9962.3105,10107.0244,9947.25,10026.2754,2018/2/1 7:00,10120 ,10120 ,10060 ,10060 ,11 
2018/2/1 6:00,10054.3887,10065.0547,9936.248,9962.3105,2018/2/1 6:00,10060 ,10080 ,10060 ,10080 ,3 
2018/2/1 5:00,9997.0137,10063.5791,9941.1094,10054.3887,2018/2/1 5:00,10040 ,10040 ,10010 ,10010 ,24 
2018/2/1 4:00,9974.7305,10034.3623,9871.1387,9997.0137,2018/2/1 4:00,9940 ,10050 ,9920 ,10050 ,13 
2018/2/1 3:00,9957.291,10059.6895,9946.6602,9974.7305,2018/2/1 3:00,9920 ,9920 ,9900 ,9920 ,3 
2018/2/1 2:00,9973.2197,10064.1494,9937.3359,9957.291,2018/2/1 2:00,10000 ,10050 ,9930 ,9980 ,6 
2018/2/1 1:00,9946.0225,9986.8711,9777.1543,9973.2197,2018/2/1 1:00,9950 ,9960 ,9950 ,9960 ,3 
2018/2/1 0:00,9904.4961,10000.8896,9882.7012,9946.0225,2018/2/1 0:00,9990 ,9990 ,9750 ,9810 ,11 
2018/1/31 23:00,10050.2979,10120.9795,9811.3984,9904.4961,2018/1/31 23:00,9980 ,10000 ,9760 ,9930 ,43 
2018/1/31 22:00,10278.5898,10286.0049,10042.5488,10047.1699,2018/1/31 22:00,10080 ,10090 ,10000 ,10000 ,30 
2018/1/31 21:00,10229.0039,10323.2129,10169.9326,10278.5898,2018/1/31 21:00,10270 ,10270 ,10200 ,10200 ,4 
2018/1/31 20:00,10131.0781,10314.0098,10034.4746,10229.0039,2018/1/31 20:00,10210 ,10270 ,10170 ,10200 ,10 
2018/1/31 19:00,10058.5996,10185.1172,10056.2646,10131.0781,2018/1/31 19:00,10160 ,10160 ,10010 ,10110 ,21 
2018/1/31 18:00,10132.8672,10154.7021,9933.7988,10058.5996,2018/1/31 18:00,10010 ,10140 ,10010 ,10070 ,11 
2018/1/31 17:00,10166.9746,10234.749,10085.6816,10132.8672,2018/1/31 17:00,10120 ,10120 ,9970 ,10030 ,3 
2018/1/31 16:00,10015.0488,10176.9033,9982.9492,10166.9746,2018/1/31 16:00,10070 ,10230 ,10070 ,10230 ,10 
2018/1/31 15:00,9885,10106.5508,9852.6484,10015.0488,2018/1/31 15:00,10060 ,10100 ,9990 ,10100 ,25 
2018/1/31 14:00,9824.457,9939.1689,9660.6152,9885,2018/1/31 14:00,9890 ,9950 ,9890 ,9930 ,8 
2018/1/31 13:00,9887.1758,9902.2158,9712.0059,9824.457,2018/1/31 13:00,9750 ,9890 ,9690 ,9690 ,61 
2018/1/31 12:00,10001.4395,10002.875,9807.7949,9887.1855,2018/1/31 12:00,9860 ,9860 ,9740 ,9800 ,111 
2018/1/31 11:00,9769.7012,10054.7754,9764.2051,10001.4395,2018/1/31 11:00,9770 ,9910 ,9770 ,9910 ,5 
2018/1/31 10:00,9703.0059,9857.3555,9582.8623,9769.7012,2018/1/31 10:00,9660 ,9790 ,9660 ,9750 ,4 
2018/1/31 9:00,9994.9961,10040.4932,9636.8105,9703.0059,2018/1/31 9:00,9960 ,9960 ,9550 ,9700 ,55 
2018/1/31 8:00,10125.25,10125.25,9875.5469,9994.9961,2018/1/31 8:00,9990 ,9990 ,9990 ,9990 ,1 
2018/1/31 7:00,10086.7949,10359.624,10086.7949,10125.25,2018/1/31 7:00,9990 ,9990 ,9990 ,9990 ,1 
2018/1/31 6:00,9983.209,10131.3516,9937.875,10086.7949,2018/1/31 6:00,,,,,
2018/1/31 5:00,10196.0684,10204.8184,9956.6934,9983.959,2018/1/31 5:00,10050 ,10080 ,10000 ,10040 ,6 
